incident,pre_policy,post_policy,seed,elapsed_time,remaining_agents,episode_reward,error
B_connector,CCA,CJ3A,4,65.22,0,-0.5127301587301587,
B_connector,CCA,CCA,4,72.28,0,-0.5698095238095239,
B_connector,CCA,CCB,4,72.28,0,-0.5698095238095239,
B_connector,CCA,ACJ2,4,73.55,0,-0.5701190476190475,
B_connector,CCA,CCJ1,4,73.57000000000001,0,-0.5825317460317461,
B_connector,CCA,ACB,4,74.34,0,-0.5689523809523809,
B_connector,CCA,ACA,4,74.34,0,-0.5717301587301586,
B_connector,CCA,ACJ1,4,74.34,0,-0.5725238095238094,
B_connector,CCA,J3CB,4,74.62,0,-0.5911428571428572,
B_connector,CCA,CCJ2,4,74.88,0,-0.591,
B_connector,CCA,AJ1B,4,77.75,0,-0.6021825396825397,
B_connector,CCA,CJ3J1,4,79.83,0,-0.6232619047619047,
B_connector,CCA,AJ1J2,4,80.16,0,-0.6246984126984126,
B_connector,CCA,AJ1J1,4,80.27,0,-0.624515873015873,
B_connector,CCA,AJ3A,4,80.45,0,-0.6278968253968255,
B_connector,CCA,AJ3J1,4,83.28,0,-0.6456031746031746,
B_connector,CCA,CJ1B,4,84.99,0,-0.6555,
B_connector,CCA,CJ1A,4,84.99,0,-0.6555,
B_connector,CCA,AJ1A,4,85.33,0,-0.6593730158730159,
B_connector,CCA,J2J3A,4,85.5,0,-0.665079365079365,
B_connector,CCA,CJ1J1,4,89.17,0,-0.6882460317460317,
B_connector,CCA,CJ1J2,4,89.55,0,-0.6907539682539682,
B_connector,CCA,AJ3B,4,91.22,0,-0.6766190476190476,
B_connector,CCA,CJ3B,4,91.22,0,-0.680984126984127,
B_connector,CCA,J3CJ2,4,95.68,0,-0.7462380952380953,
B_connector,CCA,J2J3B,4,137.29,0,-1.0270079365079363,
B_connector,CCA,J2CA,4,157.29,0,-1.2024047619047618,
B_connector,CCA,J2CB,4,157.29,0,-1.2024047619047618,
B_connector,CCA,J2CJ1,4,171.09,0,-1.3179603174603172,
B_connector,CCA,J2CJ2,4,176.44,0,-1.3576031746031743,
B_connector,CCA,J3CA,4,180.0,2,-1.1853174603174605,
B_connector,CCA,J3J1B,4,180.0,14,-1.311111111111111,
B_connector,CCA,J3J1A,4,180.0,2,-1.332142857142857,
B_connector,CCA,J3J3A,4,180.0,2,-1.3353174603174602,
B_connector,CCA,J3J3B,4,180.0,14,-1.3035714285714284,
C_exit,CCA,AJ3B,4,66.12,0,-0.5240793650793651,
C_exit,CCA,J3J3B,4,70.51,0,-0.5695,
C_exit,CCA,AJ1B,4,79.14,0,-0.6222063492063492,
C_exit,CCA,AJ3A,4,79.24,0,-0.6259365079365079,
C_exit,CCA,AJ1J1,4,80.39,0,-0.6339126984126984,
C_exit,CCA,AJ1A,4,81.76,0,-0.6415238095238095,
C_exit,CCA,J2J3B,4,82.71000000000001,0,-0.6571190476190477,
C_exit,CCA,AJ1J2,4,83.66,0,-0.6556507936507936,
C_exit,CCA,J2J3A,4,84.43,0,-0.6666746031746033,
C_exit,CCA,AJ3J1,4,85.54,0,-0.6684761904761904,
C_exit,CCA,CJ3B,4,88.92,0,-0.6900317460317461,
C_exit,CCA,CJ3A,4,88.92,0,-0.6892380952380953,
C_exit,CCA,J3J1B,4,96.52,0,-0.754079365079365,
C_exit,CCA,J3CA,4,110.34,0,-0.845936507936508,
C_exit,CCA,J3CB,4,110.34,0,-0.8391904761904763,
C_exit,CCA,ACB,4,110.8,0,-0.8314285714285714,
C_exit,CCA,ACJ1,4,110.8,0,-0.8342063492063492,
C_exit,CCA,ACA,4,110.8,0,-0.8342063492063492,
C_exit,CCA,ACJ2,4,119.35000000000001,0,-0.8963888888888889,
C_exit,CCA,J3CJ2,4,156.8,0,-1.2187301587301589,
C_exit,CCA,J3J1A,4,157.57,0,-1.195626984126984,
C_exit,CCA,CJ1J1,4,166.21,0,-1.2983888888888888,
C_exit,CCA,J2CB,4,166.26,0,-1.280015873015873,
C_exit,CCA,J2CA,4,166.26,0,-1.280015873015873,
C_exit,CCA,CJ1B,4,168.87,0,-1.3040396825396825,
C_exit,CCA,CJ1A,4,168.87,0,-1.3040396825396825,
C_exit,CCA,J2CJ1,4,170.33,0,-1.3196904761904762,
C_exit,CCA,CCB,4,180.0,65,-1.5273809523809523,
C_exit,CCA,CCJ1,4,180.0,83,-1.6249999999999993,
C_exit,CCA,CCA,4,180.0,65,-1.5273809523809523,
C_exit,CCA,CJ3J1,4,180.0,61,-1.5194444444444444,
C_exit,CCA,J2CJ2,4,180.0,2,-1.407142857142857,
C_exit,CCA,CJ1J2,4,180.0,57,-1.4992063492063488,
C_exit,CCA,J3J3A,4,180.0,2,-1.315079365079365,
C_exit,CCA,CCJ2,4,180.0,87,-1.6472222222222215,
