action,policy,surge_room,surge_time,elapsed_time,remaining_agents,episode_reward,error
3,ACA,A,20.0,62.910000000000004,0,-0.4821388888888889,
3,ACA,A,30.0,71.61,0,-0.5263055555555555,
3,ACA,B,20.0,62.82,0,-0.4760833333333333,
3,ACA,B,30.0,72.82000000000001,0,-0.5316388888888889,
3,ACA,C,20.0,74.4,0,-0.5709722222222222,
3,ACA,C,30.0,88.59,0,-0.6491111111111111,
3,ACA,D,20.0,38.69,0,-0.29341666666666666,
3,ACA,D,30.0,48.69,0,-0.34897222222222224,
