incident,pre_policy,post_policy,seed,elapsed_time,remaining_agents,episode_reward,error
C_exit,CCA,J3J3A,0,180.0,2,-1.3075396825396823,
C_exit,CCA,J3CJ2,0,180.0,54,-1.4908730158730155,
C_exit,CCA,CCA,0,180.0,79,-1.6011904761904758,
bottom_loop,CCA,AJ3B,0,64.99,0,-0.5102619047619047,
bottom_loop,CCA,CJ3B,0,64.99,0,-0.5138333333333333,
bottom_loop,CCA,CJ3A,0,66.73,0,-0.5231031746031746,
bottom_loop,CCA,CCA,0,66.91,0,-0.5245,
bottom_loop,CCA,CJ1A,0,66.91,0,-0.5245,
bottom_loop,CCA,ACB,0,69.63,0,-0.539611111111111,
bottom_loop,CCA,AJ1B,0,69.63,0,-0.539611111111111,
bottom_loop,CCA,CCB,0,69.63,0,-0.5431825396825396,
bottom_loop,CCA,CJ1B,0,69.63,0,-0.5431825396825396,
bottom_loop,CCA,J2J3B,0,72.32000000000001,0,-0.5755873015873016,
bottom_loop,CCA,J3J3B,0,72.41,0,-0.576484126984127,
bottom_loop,CCA,J3CB,0,73.89,0,-0.5862936507936508,
bottom_loop,CCA,J3J1B,0,73.89,0,-0.5862936507936508,
bottom_loop,CCA,J2CB,0,77.06,0,-0.6098571428571429,
bottom_loop,CCA,CJ3J1,0,78.52,0,-0.6171746031746032,
bottom_loop,CCA,CCJ1,0,78.74,0,-0.6187936507936508,
bottom_loop,CCA,CJ1J1,0,78.74,0,-0.6187936507936508,
bottom_loop,CCA,ACA,0,79.06,0,-0.6217619047619047,
bottom_loop,CCA,AJ1A,0,79.06,0,-0.6217619047619047,
bottom_loop,CCA,AJ3A,0,81.32000000000001,0,-0.6374920634920636,
bottom_loop,CCA,AJ3J1,0,84.92,0,-0.6602698412698412,
bottom_loop,CCA,ACJ1,0,86.43,0,-0.6702460317460317,
bottom_loop,CCA,AJ1J1,0,86.43,0,-0.6702460317460317,
bottom_loop,CCA,J2J3A,0,122.96000000000001,0,-0.9497777777777776,
bottom_loop,CCA,J2CA,0,135.56,0,-1.0380317460317459,
bottom_loop,CCA,ACJ2,0,180.0,54,-1.4468253968253961,
bottom_loop,CCA,AJ1J2,0,180.0,54,-1.4468253968253961,
bottom_loop,CCA,CCJ2,0,180.0,54,-1.450396825396825,
bottom_loop,CCA,CJ1J2,0,180.0,54,-1.450396825396825,
bottom_loop,CCA,J3J1A,0,180.0,2,-1.3666666666666665,
bottom_loop,CCA,J3J3A,0,180.0,2,-1.3075396825396826,
bottom_loop,CCA,J3CA,0,180.0,2,-1.3666666666666665,
bottom_loop,CCA,J2CJ1,0,180.0,82,-1.6130952380952377,
bottom_loop,CCA,J2CJ2,0,180.0,82,-1.6130952380952377,
bottom_loop,CCA,J3CJ2,0,180.0,82,-1.6130952380952377,
top_loop,CCA,AJ3B,0,66.47,0,-0.525626984126984,
top_loop,CCA,AJ1B,0,69.24,0,-0.5426031746031745,
top_loop,CCA,ACB,0,70.16,0,-0.5473174603174602,
top_loop,CCA,ACA,0,70.16,0,-0.554063492063492,
top_loop,CCA,CCB,0,70.16,0,-0.5619999999999999,
top_loop,CCA,J2CB,0,70.16,0,-0.5619999999999999,
top_loop,CCA,J3CB,0,70.16,0,-0.5612063492063492,
top_loop,CCA,J3J3B,0,71.78,0,-0.5797301587301588,
top_loop,CCA,ACJ2,0,74.18,0,-0.5827460317460318,
top_loop,CCA,CJ3B,0,75.19,0,-0.6042301587301588,
top_loop,CCA,J2J3B,0,75.19,0,-0.6042301587301588,
top_loop,CCA,J3J1B,0,76.60000000000001,0,-0.6100793650793652,
top_loop,CCA,CCA,0,77.33,0,-0.6188968253968254,
top_loop,CCA,J2CA,0,77.33,0,-0.6188968253968254,
top_loop,CCA,CJ1B,0,79.06,0,-0.6328730158730159,
top_loop,CCA,AJ3A,0,82.89,0,-0.6549444444444446,
top_loop,CCA,AJ1A,0,87.91,0,-0.686404761904762,
top_loop,CCA,AJ1J1,0,91.37,0,-0.7111825396825397,
top_loop,CCA,J2CJ2,0,95.52,0,-0.7636031746031745,
top_loop,CCA,J3CJ2,0,96.7,0,-0.7705555555555555,
top_loop,CCA,CCJ2,0,96.84,0,-0.7713333333333333,
top_loop,CCA,AJ3J1,0,98.05,0,-0.7601984126984127,
top_loop,CCA,CJ3A,0,138.13,0,-1.079690476190476,
top_loop,CCA,J2J3A,0,138.13,0,-1.079690476190476,
top_loop,CCA,J3J3A,0,140.25,0,-1.102579365079365,
top_loop,CCA,CJ1A,0,145.24,0,-1.129111111111111,
top_loop,CCA,J3J1A,0,179.16,0,-1.4068412698412698,
top_loop,CCA,ACJ1,0,180.0,2,-1.1750000000000003,
top_loop,CCA,AJ1J2,0,180.0,54,-1.451587301587301,
top_loop,CCA,J2CJ1,0,180.0,41,-1.4015873015873013,
top_loop,CCA,J3CA,0,180.0,2,-1.2003968253968256,
top_loop,CCA,CCJ1,0,180.0,41,-1.4015873015873013,
top_loop,CCA,CJ1J2,0,180.0,86,-1.6392857142857136,
top_loop,CCA,CJ1J1,0,180.0,86,-1.639682539682539,
top_loop,CCA,CJ3J1,0,180.0,86,-1.6404761904761898,
